,AAPL,AIG,AMZN,AXP,BA,BAC,CAJ,CAT,CL,CMCSA,COP,CSCO,CVC,CVS,CVX,DD,DELL,F,GD,GE,GS,GSK,HD,HMC,HPQ,IBM,JPM,K,KMB,KO,LMT,MAR,MCD,MMM,MSFT,MTU,NAV,NOC,NVS,PEP,PFE,PG,R,RTN,SAP,SNE,SNY,TM,TOT,TWX,TXN,UN,VLO,WAG,WFC,WMT,XOM,XRX,YHOO
2011-12-01,370.79,22.85,197.13,46.3,67.2,5.48,44.3,91.22,42.53,21.54,49.61,17.41,13.68,37.05,93.73,43.64,15.25,9.97,61.98,14.58,91.38,38.96,37.5,31.44,26.55,180.72,28.41,45.66,65.3,31.35,71.64,29.63,88.85,75.97,23.52,4.33,38.37,53.59,48.69,59.99,18.34,59.19,49.17,41.74,57.64,17.99,31.19,65.72,44.66,32.52,28.27,30.68,19.13,31.83,23.93,54.79,74.71,7.73,16.23
2011-12-02,372.48,23.03,196.03,46.72,67.5,5.59,43.93,90.73,42.57,22.3,50.15,17.38,13.86,36.86,93.6,43.39,15.28,10.26,61.25,14.75,94.11,38.86,38.07,31.33,26.04,180.92,30.15,45.79,64.78,31.13,70.58,29.95,89.03,75.46,23.46,4.33,40.23,53.27,47.74,60.16,18.21,59.73,49.93,41.79,57.19,17.77,30.67,66.22,44.39,32.71,28.04,30.18,19.51,31.11,24.33,54.3,74.71,7.76,16.05
2011-12-05,375.65,23.42,196.24,47.26,67.3,5.74,44.2,91.25,42.68,22.1,50.34,17.61,13.68,36.9,94.64,44.27,15.19,10.46,61.19,14.97,96.59,38.62,38.35,31.48,26.46,182.04,31.25,46.57,64.49,31.1,70.85,30.34,88.71,76.57,23.91,4.41,39.12,53.68,48.1,60.28,18.16,59.89,50.66,41.57,56.07,17.88,30.45,68.05,44.65,32.87,28.29,30.36,19.72,32.29,24.95,54.53,75.33,7.89,15.89
2011-12-06,373.68,23.9,191.99,47.04,67.09,5.73,44.35,90.41,42.74,22.14,50.15,17.55,13.62,36.84,96.06,44.23,15.41,10.4,61.38,15.33,97.89,39.38,38.43,31.51,26.51,184.05,30.99,46.42,64.83,31.28,70.66,30.01,89.32,77.7,23.87,4.42,38.86,53.57,48.43,60.51,18.52,59.89,50.03,42.06,56.51,17.68,31.12,67.11,44.73,33.01,28.47,30.7,19.35,31.95,24.87,54.95,75.67,7.86,15.84
2011-12-07,371.9,24.3,195.32,47.63,66.84,5.84,44.82,89.41,43.05,22.08,50.06,17.8,13.69,36.89,96.21,44.36,15.34,10.43,61.2,15.35,101.73,39.69,38.82,31.75,26.73,185.11,31.71,46.46,65.32,31.32,70.36,29.55,89.73,77.95,23.82,4.47,38.88,52.85,48.9,60.75,18.74,60.26,50.12,42.44,56.36,18.53,31.66,68.45,45.08,33.16,28.7,31.17,19.08,32.42,25.24,55.03,75.92,7.89,15.62
2011-12-08,373.4,22.96,190.48,46.32,66.43,5.54,43.93,87.55,42.74,21.45,49.1,17.4,12.86,36.3,94.12,42.92,15.38,10.12,59.79,14.95,96.69,39.56,38.04,30.79,26.02,182.75,30.05,45.97,64.58,31.3,69.4,28.51,90.17,76.12,23.63,4.31,37.28,52.07,48.56,60.21,18.48,59.55,48.91,41.29,55.34,18.14,30.97,67.13,43.61,32.26,28.0,30.72,18.06,31.83,24.44,54.54,74.78,7.58,15.61
2011-12-09,376.23,23.95,193.03,47.28,68.1,5.67,44.76,90.42,42.7,21.65,49.74,17.69,13.03,36.94,95.96,41.56,14.99,10.38,60.65,15.44,98.17,39.28,38.35,31.57,26.25,185.59,30.94,46.44,64.88,31.69,70.22,28.99,91.2,77.77,23.91,4.41,38.87,52.72,49.16,61.01,18.82,60.01,50.09,41.98,56.46,18.28,31.6,68.2,44.85,32.89,28.02,31.15,18.29,32.14,25.11,54.86,76.16,7.7,15.94
2011-12-12,374.53,23.14,189.52,46.4,67.12,5.4,44.39,87.85,42.58,22.21,48.72,17.36,13.26,36.73,94.87,40.52,15.27,10.21,59.66,15.09,94.86,39.28,38.17,31.04,25.83,183.32,29.88,45.78,64.66,31.37,69.74,28.73,91.62,76.25,23.73,4.36,37.91,52.33,48.52,60.52,18.67,59.41,49.69,41.31,55.03,17.87,30.98,66.49,43.64,32.55,27.26,30.74,17.91,31.83,24.53,54.64,74.95,7.54,15.47
2011-12-13,371.63,22.68,180.51,45.91,67.12,5.28,44.06,85.72,42.34,22.14,48.29,17.31,12.95,36.29,95.38,40.13,14.92,9.86,59.18,15.05,91.97,39.44,37.66,30.06,25.32,182.34,29.18,45.42,64.86,31.18,69.59,27.94,91.17,75.13,23.97,4.25,36.61,51.69,48.29,60.16,19.0,59.79,48.68,41.4,53.81,17.51,30.49,65.64,43.05,32.16,26.59,30.42,17.7,31.65,24.07,54.18,75.4,7.48,15.42
2011-12-14,363.39,22.63,180.21,45.61,66.21,5.19,43.45,81.97,42.15,22.13,47.37,16.85,12.82,35.66,92.53,39.88,14.69,9.55,58.91,15.23,90.24,39.12,37.31,29.29,24.93,180.02,29.38,45.39,64.94,31.08,69.2,27.41,90.81,74.28,23.81,4.14,36.15,51.55,48.15,59.88,19.1,59.53,47.29,41.4,53.8,17.1,30.04,65.22,42.32,32.14,26.24,30.03,17.61,31.57,24.13,54.23,74.38,7.35,15.02
2011-12-15,362.2,23.07,181.26,44.97,66.85,5.22,43.53,82.63,42.76,22.23,47.21,16.9,12.76,35.91,91.74,40.32,14.56,9.65,59.0,15.39,88.93,39.75,37.57,29.35,24.72,178.84,29.62,45.46,65.9,31.37,69.77,27.42,91.3,74.61,23.78,4.17,37.35,51.73,50.06,60.7,19.35,60.03,47.51,41.82,53.89,17.19,30.92,65.37,42.0,32.21,26.68,30.06,17.59,32.04,23.9,54.51,74.93,7.48,15.16
2011-12-16,364.18,23.21,181.26,45.42,67.23,5.16,43.02,82.16,42.43,22.27,47.28,16.81,11.67,36.15,92.84,40.58,14.56,9.65,58.9,15.59,87.19,39.48,38.53,28.87,24.42,175.11,29.74,45.47,65.93,31.63,69.93,27.67,90.7,74.62,24.19,4.17,37.52,52.03,49.38,60.57,19.25,60.17,47.96,41.94,52.45,17.31,30.92,63.7,41.47,32.88,26.85,29.76,17.75,32.06,24.24,54.81,75.06,7.52,14.96
2011-12-19,365.32,22.22,179.33,44.6,66.42,4.95,43.27,82.21,42.44,21.83,46.9,16.58,11.9,35.2,91.79,39.9,14.54,9.43,58.21,15.46,84.86,39.44,38.32,28.47,23.74,174.46,28.63,45.43,65.85,31.6,69.68,27.12,90.46,73.63,23.75,4.03,36.54,51.56,50.0,60.25,19.35,60.0,46.97,42.01,52.17,16.71,30.95,63.31,41.32,31.89,26.15,30.15,17.2,30.76,23.62,54.35,74.47,7.29,14.62
2011-12-20,378.46,23.6,182.52,46.42,68.58,5.13,44.1,86.43,43.21,22.34,48.24,17.25,12.23,38.32,95.42,41.53,14.2,9.72,60.43,15.84,88.04,39.78,39.99,29.48,24.48,178.61,30.04,45.99,67.15,32.08,71.23,27.74,91.93,75.98,24.22,4.22,38.91,53.05,50.18,61.33,19.65,60.77,49.08,43.27,53.53,17.31,31.76,64.49,42.53,33.01,27.5,30.58,18.01,31.47,24.73,55.67,76.78,7.57,15.11
2011-12-21,378.93,23.92,174.35,46.01,69.67,5.19,44.12,86.33,43.88,22.52,48.82,16.79,12.65,38.95,97.04,41.69,14.66,10.03,60.38,16.22,89.03,39.68,40.03,29.5,24.04,173.11,30.14,46.61,67.57,32.63,72.22,28.09,92.29,75.69,23.97,4.12,36.9,53.38,50.34,61.81,19.85,60.97,49.87,43.41,50.18,17.47,31.69,64.25,42.99,33.27,26.73,30.76,18.19,31.35,25.09,55.86,77.83,7.61,15.99
2011-12-22,380.94,24.01,179.03,46.14,70.33,5.42,44.09,86.5,43.62,22.56,49.59,16.99,13.12,39.43,97.85,42.05,14.22,10.3,61.64,16.71,91.37,40.06,39.96,29.82,24.43,173.65,31.19,46.53,67.45,32.45,73.29,28.52,91.73,76.61,24.01,4.16,36.96,54.03,50.41,61.81,19.8,61.14,50.46,44.39,51.04,17.76,32.02,64.5,43.54,33.55,27.61,30.94,18.16,31.86,25.43,55.67,78.92,7.73,16.0
2011-12-23,385.51,24.04,177.28,46.45,70.03,5.55,44.47,86.92,43.94,22.76,50.07,17.31,13.41,39.46,98.95,42.6,14.28,10.31,61.85,16.87,90.76,40.15,40.12,30.12,24.45,176.23,31.31,46.93,68.2,32.8,73.84,28.78,93.17,77.77,24.22,4.19,38.12,54.68,50.78,62.31,19.98,61.59,50.72,44.58,51.15,17.95,32.26,64.95,44.3,34.19,27.82,31.19,18.2,33.2,25.93,56.43,79.79,7.83,16.19
2011-12-27,388.57,23.68,176.27,46.17,70.31,5.43,43.96,86.26,44.06,22.72,50.42,17.41,13.22,39.48,99.39,42.66,14.41,10.18,62.04,16.67,88.93,40.23,40.24,29.7,24.24,176.43,30.8,47.31,68.28,32.78,73.76,29.07,93.54,77.85,24.23,4.11,37.58,55.02,50.92,62.13,19.93,61.7,50.94,44.81,51.19,17.78,32.14,64.36,44.46,34.21,27.73,31.26,18.39,31.34,25.76,56.28,79.85,7.7,16.09
2011-12-28,384.85,22.82,173.89,45.5,69.36,5.25,43.4,84.21,43.77,22.39,49.65,17.02,12.89,39.51,97.53,41.95,14.41,9.9,61.47,16.5,87.21,39.83,39.59,29.55,23.81,175.51,30.45,47.25,67.87,32.6,73.41,28.24,92.64,76.78,24.02,4.04,36.53,54.34,50.65,61.69,19.71,61.47,49.79,44.82,50.15,17.08,31.74,64.25,43.68,34.13,27.2,30.89,17.97,31.26,25.3,56.18,78.82,7.5,15.78
2011-12-29,387.22,23.09,173.86,46.04,70.16,5.41,43.88,85.35,44.0,22.75,50.37,17.1,13.09,39.63,98.92,42.31,14.37,10.05,62.37,16.73,88.07,40.18,40.04,29.82,24.21,177.6,31.17,47.42,68.45,32.91,73.94,28.36,93.79,77.69,24.21,4.15,37.08,55.05,50.71,62.28,19.87,61.86,50.52,45.22,50.8,17.68,32.42,65.26,44.59,34.59,27.46,31.48,17.95,31.4,25.9,56.43,79.84,7.56,16.13
2011-12-30,387.11,23.05,173.1,45.7,69.44,5.51,44.04,85.36,43.61,22.74,50.37,16.94,13.02,39.26,97.94,42.24,14.2,10.13,61.9,16.58,87.51,40.13,40.07,30.4,24.34,175.4,31.01,47.15,68.04,32.82,73.38,28.26,93.34,77.33,24.15,4.19,37.88,54.67,51.0,62.1,19.81,61.62,50.2,44.98,50.86,18.04,32.49,66.13,44.85,34.36,27.24,31.44,18.21,31.05,25.72,56.21,79.36,7.55,16.13
2012-01-03,393.06,23.91,179.03,46.88,70.27,5.75,45.08,88.55,42.99,23.5,51.27,17.52,13.53,39.97,101.59,42.92,14.28,10.48,63.38,16.99,92.28,40.7,40.17,31.19,25.15,177.71,32.62,47.04,67.73,32.9,74.39,29.06,91.95,78.99,24.91,4.3,38.08,54.84,51.9,62.15,20.11,61.73,51.38,45.12,52.28,18.38,33.11,67.78,46.05,34.54,27.85,31.94,18.1,31.05,26.53,56.75,80.52,7.78,16.29
2012-01-04,395.17,23.77,177.51,46.91,70.37,5.76,44.53,89.37,42.77,23.72,51.03,17.85,13.67,40.24,101.42,43.39,14.15,10.64,63.49,17.18,91.68,40.77,40.74,31.45,25.13,176.99,32.83,47.0,67.51,32.69,73.39,29.52,92.46,79.64,25.49,4.34,38.77,54.81,51.68,62.47,19.93,61.71,51.35,45.18,52.01,18.22,32.46,68.43,45.87,34.69,27.67,31.51,17.66,30.84,26.65,56.16,80.54,7.73,15.78
2012-01-05,399.56,23.76,177.61,47.45,69.61,6.26,44.09,90.0,42.55,23.93,50.62,17.79,13.6,40.19,100.42,43.09,14.15,10.91,62.82,17.17,91.52,40.57,41.07,31.73,25.04,176.15,33.51,47.05,67.33,32.54,72.62,30.49,92.87,79.28,25.75,4.29,39.81,54.36,51.26,61.98,19.77,61.45,51.89,44.67,51.94,17.7,31.77,68.62,44.94,34.98,27.87,31.55,17.14,30.74,27.08,55.89,80.3,7.69,15.64
2012-01-06,403.74,23.39,182.61,46.94,70.04,6.13,43.55,90.23,42.39,23.68,50.23,17.72,13.6,39.92,99.7,42.48,14.49,11.02,63.02,17.26,90.4,40.62,41.18,31.98,24.94,174.13,33.21,47.09,67.18,32.33,72.54,30.75,93.59,78.88,26.15,4.24,39.13,54.12,51.13,61.2,19.75,61.3,51.63,44.7,51.87,17.44,31.94,68.51,44.54,34.75,27.87,30.43,17.62,31.07,27.01,55.5,79.7,7.69,15.52
2012-01-09,403.1,23.84,178.56,47.05,70.56,6.22,43.55,91.49,42.38,24.18,50.42,17.84,13.65,40.23,100.78,42.84,14.53,11.11,63.72,17.46,91.63,39.02,41.21,31.9,24.98,173.22,33.16,47.28,67.25,32.33,72.6,31.17,92.7,79.35,25.81,4.3,38.83,54.13,50.85,61.52,19.97,61.56,51.64,44.78,52.59,17.47,31.83,68.42,44.98,34.99,28.22,30.84,16.96,31.47,27.34,55.66,80.06,7.68,15.46
2012-01-10,404.54,24.91,179.34,47.33,71.0,6.57,43.36,94.18,42.22,24.36,50.66,17.7,13.19,40.39,100.39,43.5,14.67,11.11,65.18,17.33,95.15,38.46,41.49,32.45,25.22,172.95,33.86,47.92,67.41,32.52,73.12,31.68,92.75,79.76,25.9,4.33,40.21,54.8,50.79,61.45,20.08,61.27,53.06,45.28,51.74,17.7,32.24,68.67,45.2,35.15,28.7,31.02,17.37,32.31,27.44,55.53,80.26,7.7,15.51
2012-01-11,403.88,25.21,178.9,47.6,70.76,6.81,43.02,93.88,41.78,24.38,49.78,17.93,13.14,40.47,99.2,43.64,14.84,11.36,65.33,17.48,96.53,39.07,41.42,32.16,25.17,173.92,34.43,48.07,67.09,31.92,73.27,31.99,92.97,79.26,25.79,4.36,39.98,54.7,50.4,60.85,20.05,60.67,52.86,45.37,51.29,17.69,31.87,68.6,44.62,35.52,28.76,30.05,17.69,31.95,27.64,55.87,79.66,7.77,15.53
2012-01-12,402.77,25.27,175.93,48.28,71.49,6.73,42.54,96.05,41.8,24.46,48.92,18.0,12.91,40.58,96.62,44.38,15.07,11.43,66.12,17.52,97.94,39.22,41.36,32.29,25.46,172.23,34.61,47.96,67.37,31.69,74.09,32.79,93.56,79.74,26.05,4.34,40.08,55.85,50.61,60.48,20.13,60.79,52.57,46.0,51.15,17.26,31.79,68.14,44.03,35.76,29.35,30.14,18.11,31.25,27.63,55.97,79.34,7.71,15.66
2012-01-13,401.26,24.79,178.42,48.39,70.62,6.55,43.56,96.56,41.78,24.34,48.63,17.92,12.79,40.58,97.65,44.66,15.3,11.33,65.8,17.44,95.76,38.81,41.47,32.89,25.03,170.9,33.74,47.37,67.24,31.42,73.94,32.48,93.36,79.1,26.28,4.29,40.29,55.0,49.78,60.28,19.99,60.79,52.01,45.25,52.41,17.13,31.41,68.26,43.55,35.43,28.96,29.35,18.18,30.65,27.63,56.0,79.47,7.67,15.48
2012-01-17,405.94,24.4,181.66,48.83,71.23,6.43,43.08,97.4,42.35,24.5,48.94,18.16,12.79,40.95,98.23,44.79,15.28,11.31,66.59,17.35,94.52,39.19,41.69,33.04,25.0,171.7,32.79,47.44,68.12,31.59,74.05,32.58,93.54,79.69,26.29,4.28,40.55,55.74,50.21,60.51,20.08,61.21,52.01,45.45,53.47,16.77,31.81,67.64,44.76,35.47,29.07,29.61,19.06,31.19,27.84,56.3,80.23,7.67,15.43
2012-01-18,410.15,25.07,189.44,49.16,71.06,6.74,43.62,98.67,42.63,24.67,49.43,18.37,12.59,41.49,98.33,45.63,15.42,11.62,67.19,17.6,100.94,40.02,42.78,33.36,25.51,172.72,34.32,47.7,68.42,31.7,74.63,32.88,94.48,80.49,26.26,4.29,41.69,56.25,51.23,60.7,20.11,61.48,52.97,46.13,54.85,17.12,32.32,67.85,45.34,35.55,31.55,29.99,19.94,31.7,28.22,56.45,80.94,8.05,15.92
2012-01-19,408.85,25.38,194.45,49.54,71.53,6.9,44.01,100.08,42.47,24.81,49.27,18.61,13.04,41.44,98.43,45.58,15.36,11.87,67.75,17.73,104.2,39.3,43.28,33.72,25.65,172.2,34.69,47.72,68.59,31.64,75.93,33.58,94.2,81.18,26.16,4.35,38.82,57.31,52.04,61.69,19.99,61.53,53.45,46.47,54.8,17.25,32.17,69.09,45.77,35.87,31.65,29.86,19.9,31.47,28.13,57.01,81.49,8.27,16.12
2012-01-20,401.73,25.48,190.93,48.66,71.5,7.01,44.5,99.98,42.28,25.0,49.22,18.73,13.35,41.33,98.39,45.6,15.36,11.85,67.99,17.73,105.22,39.45,42.43,34.38,26.58,179.83,35.09,47.61,68.29,31.94,75.08,33.75,94.65,81.03,27.64,4.54,39.65,57.39,49.16,62.03,20.05,61.67,52.42,46.38,54.76,17.85,32.08,71.4,45.51,35.75,31.48,30.03,20.34,31.45,28.5,57.39,81.92,8.31,15.96
2012-01-23,408.53,25.28,186.09,48.08,71.49,7.19,44.31,100.67,41.98,24.87,48.78,18.64,13.52,41.57,98.5,45.54,15.55,11.92,67.31,17.53,104.69,39.52,42.78,34.68,27.1,181.22,35.37,47.55,68.0,32.14,74.86,33.75,93.92,81.0,27.66,4.63,41.63,56.55,49.72,61.87,19.87,60.52,52.0,46.34,55.48,18.53,32.02,71.15,45.73,35.59,31.06,30.17,20.34,31.81,28.85,57.29,81.9,8.28,15.68
2012-01-24,401.83,25.16,187.0,47.87,71.34,7.23,43.98,100.6,41.93,24.8,48.81,18.63,12.97,41.01,98.23,45.59,15.85,12.07,66.93,17.44,105.35,39.2,42.85,34.46,26.95,183.08,35.37,47.08,66.85,31.85,74.59,33.85,91.87,81.3,27.3,4.59,42.98,56.09,49.84,61.96,19.83,60.06,51.53,46.2,55.77,17.95,32.27,72.33,46.12,35.72,30.43,30.09,20.92,32.19,28.5,57.74,81.63,8.23,15.69
2012-01-25,426.92,25.15,187.8,48.79,71.78,7.29,45.1,103.21,42.49,25.05,48.38,18.64,13.49,40.76,99.16,46.68,16.03,12.17,67.15,17.71,104.77,39.59,43.14,35.26,26.76,182.89,35.32,47.46,66.48,32.1,74.13,34.06,92.32,81.82,27.5,4.6,44.12,55.7,49.25,62.43,19.88,60.5,52.92,46.22,56.17,18.66,32.58,74.22,46.69,36.33,30.69,30.52,21.32,32.59,28.18,57.82,81.67,7.41,15.56
2012-01-26,424.98,24.98,193.32,48.6,71.3,7.24,45.18,105.35,43.4,25.23,48.07,18.64,13.44,40.76,98.11,47.0,16.13,12.04,67.09,17.65,105.05,39.97,42.85,34.98,26.45,182.18,35.21,46.6,66.58,31.9,74.8,33.55,92.27,82.86,27.45,4.54,43.46,55.45,48.89,62.26,19.8,60.34,53.38,46.38,56.95,18.51,32.86,74.59,46.44,36.1,30.28,30.54,20.66,32.24,27.11,57.35,81.24,7.45,15.53
2012-01-27,427.52,25.09,195.37,48.47,70.58,7.23,45.14,105.32,42.95,25.25,47.98,18.39,13.18,40.84,95.69,46.8,16.32,11.54,66.0,17.61,108.16,39.46,42.77,34.79,26.34,181.68,34.95,46.36,65.79,31.63,74.39,33.49,91.81,82.75,27.19,4.56,44.84,54.88,48.54,61.59,19.66,59.87,54.02,45.22,57.97,18.42,32.87,73.57,46.42,35.69,30.68,30.64,20.86,32.15,27.62,57.1,80.36,7.48,15.74
2012-01-30,432.99,25.04,192.15,47.76,70.21,7.01,43.7,104.49,42.52,25.28,47.51,18.39,13.46,40.51,95.19,47.03,16.3,11.61,64.9,17.49,106.18,39.63,42.67,34.84,26.34,183.63,34.76,46.12,65.99,31.64,74.38,33.57,91.81,82.63,27.55,4.59,43.5,54.41,48.44,61.22,19.76,58.86,53.78,44.63,57.97,18.11,32.92,73.11,46.19,35.58,30.27,30.62,21.0,31.59,27.29,57.66,80.05,7.34,15.55
2012-01-31,436.31,24.95,194.44,48.76,70.23,7.07,42.85,103.27,43.1,25.49,47.15,18.47,13.32,40.35,94.92,46.96,16.24,11.74,64.89,17.32,107.87,39.17,42.31,33.89,26.44,183.72,35.03,46.17,66.19,31.67,74.66,33.37,92.15,82.04,27.47,4.59,43.29,54.27,48.5,61.46,19.59,58.7,53.17,44.62,58.09,18.22,33.02,73.48,46.48,35.23,30.46,30.51,20.75,31.34,27.26,57.72,78.41,7.35,15.47
2012-02-01,436.03,26.43,179.46,49.22,71.35,7.3,43.0,104.6,43.29,25.75,47.92,18.62,13.31,41.22,94.61,47.57,16.15,11.65,65.4,17.37,109.78,39.74,42.39,35.02,27.17,183.74,35.32,45.97,66.64,31.82,75.75,34.03,91.54,82.64,27.81,4.76,45.32,55.39,49.41,62.13,19.71,58.86,53.79,45.32,59.02,18.19,32.79,75.2,46.77,35.83,30.91,31.1,20.74,31.21,28.01,58.49,78.62,7.38,15.73
2012-02-02,435.01,26.14,181.72,49.75,71.21,7.39,44.49,104.42,43.18,25.6,48.33,18.62,13.13,41.23,95.44,47.43,16.19,11.59,65.43,17.35,109.72,39.05,42.38,35.51,26.93,182.7,35.27,47.16,66.88,31.81,75.44,34.07,91.75,82.72,27.86,4.8,45.91,54.5,49.66,62.15,19.53,58.96,50.09,45.14,59.47,17.09,32.64,76.23,47.2,35.35,31.1,30.05,20.83,31.5,28.02,58.26,78.21,7.39,15.72
2012-02-03,439.37,26.99,187.68,50.81,72.27,7.77,44.21,107.84,43.49,26.04,48.71,18.89,13.3,42.05,97.11,47.99,16.43,12.09,66.15,17.6,113.73,39.45,43.05,35.43,27.47,184.72,35.95,47.4,66.81,31.93,76.72,35.0,93.04,83.0,28.13,4.89,47.2,54.51,49.71,62.39,19.61,58.45,49.71,45.53,60.68,19.21,32.66,76.47,47.58,36.31,31.92,30.48,21.31,31.61,28.7,58.35,79.51,7.55,15.92
2012-02-06,443.47,26.63,183.14,50.38,71.44,7.9,44.23,107.68,43.35,25.98,49.3,18.98,13.65,41.82,98.19,47.78,16.67,12.25,66.75,17.63,113.59,39.66,43.08,35.69,27.17,183.93,35.82,47.25,66.78,31.91,77.32,35.02,92.56,82.84,28.1,4.87,47.42,54.97,50.01,62.26,19.38,59.13,49.6,45.84,60.5,19.44,32.64,77.71,47.34,36.1,31.62,30.33,21.5,32.2,28.3,58.2,80.29,7.53,15.82
2012-02-07,448.12,26.53,184.19,50.69,71.19,7.78,44.66,107.71,43.49,25.98,49.72,18.99,13.49,41.63,98.33,47.62,16.83,12.17,66.89,17.75,112.23,39.4,43.33,35.97,27.35,184.44,35.57,47.38,66.36,32.15,78.57,35.04,93.88,83.15,28.24,4.9,46.26,55.94,50.49,62.48,19.47,59.31,50.13,45.72,61.09,19.68,33.38,79.61,47.7,36.22,31.45,30.75,21.88,31.43,28.35,58.03,80.84,7.56,15.83
2012-02-08,455.62,26.87,185.48,50.22,71.86,8.06,44.62,107.93,43.46,26.14,49.95,19.21,13.49,42.11,98.27,47.66,17.03,12.13,67.17,17.81,112.39,39.01,43.05,36.47,27.84,184.77,35.97,46.93,66.32,32.05,79.49,35.09,93.08,83.23,28.52,5.01,46.66,56.56,50.09,62.47,19.43,59.26,50.62,46.28,61.02,19.89,33.03,81.05,47.79,36.23,31.84,30.36,21.66,31.12,28.7,57.96,80.32,7.6,15.78
2012-02-09,471.38,27.17,184.98,50.87,72.28,8.11,44.82,106.78,43.59,26.34,49.46,18.8,13.96,41.55,97.91,48.04,17.08,11.99,66.47,17.71,112.13,39.63,43.15,36.28,27.5,184.95,35.56,46.81,66.49,31.88,79.83,34.92,93.02,83.28,28.63,5.05,46.54,56.28,50.27,60.15,19.55,59.63,51.16,46.46,61.33,19.91,33.27,80.88,47.85,35.85,31.8,30.7,21.88,32.14,28.65,58.28,79.91,7.61,16.0
2012-02-10,471.62,26.49,185.54,50.38,71.37,8.0,43.69,105.76,43.31,26.07,49.95,18.71,13.57,41.73,96.91,47.2,17.07,11.76,65.96,17.48,110.43,39.36,43.21,35.27,27.12,184.27,35.33,46.44,66.19,31.87,79.37,34.61,92.54,82.44,28.38,4.88,45.79,55.91,49.86,59.85,19.47,59.48,50.83,46.05,60.42,19.53,33.11,78.39,47.08,35.67,31.38,30.5,21.46,32.45,28.35,58.22,78.89,7.52,16.14
2012-02-13,480.39,26.65,191.59,50.63,71.28,8.18,44.32,107.61,43.54,26.29,50.33,18.83,13.42,41.39,97.92,47.07,17.25,11.85,65.79,17.65,110.83,39.96,43.78,35.66,27.16,184.46,35.97,46.63,66.36,32.1,80.02,34.82,92.71,83.29,28.45,4.95,45.69,56.37,50.44,59.61,19.7,59.81,51.82,46.78,60.83,19.48,33.41,78.91,47.53,36.01,31.29,30.84,21.28,32.68,28.69,58.12,79.48,7.61,16.12
2012-02-14,486.95,26.43,191.3,50.53,71.95,7.91,44.8,108.32,43.66,26.14,50.88,18.87,13.32,41.92,98.02,46.19,17.46,11.79,65.82,17.53,109.22,39.92,43.9,35.71,27.48,184.07,35.62,46.89,66.25,32.32,80.22,34.03,92.61,83.25,28.33,4.98,44.43,56.28,50.25,59.45,19.73,60.04,51.13,46.82,61.13,19.13,32.96,80.0,47.35,35.97,31.25,30.87,21.43,32.53,28.5,58.52,79.71,7.94,15.37
2012-02-15,475.68,26.32,184.47,50.1,71.62,7.71,44.61,106.5,43.78,27.35,50.77,18.72,13.62,42.07,97.39,46.01,17.47,11.7,65.72,17.36,109.51,39.84,43.57,36.42,27.51,184.1,35.13,49.29,65.86,32.08,78.85,33.65,91.74,82.88,28.14,5.13,42.85,55.76,50.06,59.03,19.53,60.1,50.54,45.87,60.71,19.99,32.85,82.56,46.88,35.63,31.43,30.62,21.64,31.98,28.27,58.09,79.19,7.9,15.12
2012-02-16,480.02,27.1,179.93,51.41,71.68,8.02,45.46,107.85,44.34,27.48,50.77,18.98,13.88,43.05,98.8,47.0,17.17,12.04,66.07,17.6,111.03,40.29,43.78,36.91,28.24,184.84,35.69,49.0,66.07,32.3,78.37,33.73,92.34,83.49,29.3,5.13,43.86,55.79,50.5,58.71,19.73,60.71,51.22,45.38,62.08,20.5,33.0,83.65,47.79,36.03,31.9,31.3,22.06,32.37,28.46,58.36,80.41,7.95,15.36
2012-02-17,479.93,27.05,182.5,51.4,71.75,7.95,45.0,107.84,44.3,27.98,51.17,19.08,14.07,42.78,98.93,47.89,17.39,12.05,66.5,17.85,112.16,40.2,44.52,37.25,27.96,185.22,36.13,48.97,66.2,32.39,79.81,33.84,93.02,83.4,29.26,5.13,44.53,56.16,50.48,58.67,19.6,60.44,51.01,46.36,61.9,20.6,33.06,83.36,48.34,35.84,31.6,31.17,21.75,32.82,29.13,58.77,80.61,7.88,15.01
2012-02-21,492.1,27.15,182.26,51.39,72.11,8.04,45.16,108.84,44.36,27.88,51.5,19.14,14.04,42.53,100.55,48.0,17.45,11.84,66.73,17.97,112.86,39.97,44.72,36.62,27.73,185.2,36.12,48.44,66.04,32.28,79.05,33.25,93.49,83.44,29.44,5.08,44.19,55.96,50.99,59.1,19.63,59.98,50.18,46.62,62.79,20.66,33.16,83.22,48.48,35.72,31.31,31.27,22.22,32.32,29.01,56.5,81.5,7.75,14.75
2012-02-22,490.37,27.49,180.58,51.33,72.43,7.88,44.61,109.6,44.25,28.08,51.71,18.92,13.8,42.22,99.71,47.7,17.4,11.6,66.05,17.95,110.66,39.64,44.39,37.1,27.34,185.65,35.76,48.97,65.88,32.48,79.47,33.46,93.65,83.59,29.28,5.07,43.9,56.13,50.95,59.06,19.76,60.0,49.38,46.87,63.06,20.88,32.87,84.31,48.49,35.25,31.01,31.26,22.2,32.42,28.66,55.12,81.83,7.73,14.5
